order_id,customer_id,category,order_amount,order_date,returned,discount_pct
481,1057,home,17.36,2024-02-10 00:00:00,0,0
482,1165,sports,121.44,2024-02-10 02:00:00,0,15
483,1050,electronics,139.32,2024-02-10 04:00:00,0,0
484,1159,clothing,3.91,2024-02-10 06:00:00,0,10
485,1092,clothing,211.65,2024-02-10 08:00:00,1,0
486,1046,clothing,223.99,2024-02-10 10:00:00,0,10
487,1066,clothing,20.42,2024-02-10 12:00:00,0,5
488,1106,electronics,35.94,2024-02-10 14:00:00,0,15
489,1153,books,5.76,2024-02-10 16:00:00,0,20
490,1121,clothing,132.37,2024-02-10 18:00:00,0,10
491,1186,clothing,59.9,2024-02-10 20:00:00,0,15
492,1173,clothing,101.22,2024-02-10 22:00:00,0,15
493,1150,sports,87.12,2024-02-11 00:00:00,0,20
494,1120,home,110.93,2024-02-11 02:00:00,1,5
495,1057,books,50.4,2024-02-11 04:00:00,0,5
496,1082,clothing,23.76,2024-02-11 06:00:00,0,5
497,1023,sports,47.56,2024-02-11 08:00:00,0,15
498,1074,sports,14.06,2024-02-11 10:00:00,0,20
499,1185,electronics,338.29,2024-02-11 12:00:00,0,5
500,1085,sports,44.63,2024-02-11 14:00:00,0,0
501,1022,home,26.37,2024-02-11 16:00:00,0,15
502,1130,electronics,36.03,2024-02-11 18:00:00,0,10
503,1192,home,38.26,2024-02-11 20:00:00,0,5
504,1173,electronics,56.59,2024-02-11 22:00:00,1,0
505,1054,electronics,56.89,2024-02-12 00:00:00,0,20
506,1090,electronics,28.6,2024-02-12 02:00:00,1,20
507,1106,books,57.78,2024-02-12 04:00:00,0,15
508,1049,home,326.95,2024-02-12 06:00:00,0,10
509,1053,books,10.44,2024-02-12 08:00:00,0,5
510,1047,electronics,17.08,2024-02-12 10:00:00,0,10
511,1198,electronics,287.49,2024-02-12 12:00:00,0,0
512,1149,sports,138.0,2024-02-12 14:00:00,0,5
513,1168,sports,272.02,2024-02-12 16:00:00,0,10
514,1163,home,99.69,2024-02-12 18:00:00,0,10
515,1191,electronics,167.04,2024-02-12 20:00:00,0,0
516,1021,sports,7.23,2024-02-12 22:00:00,0,20
517,1176,home,159.52,2024-02-13 00:00:00,0,5
518,1013,books,66.5,2024-02-13 02:00:00,0,10
519,1095,electronics,173.64,2024-02-13 04:00:00,0,10
520,1118,sports,75.64,2024-02-13 06:00:00,0,10
521,1071,books,0.66,2024-02-13 08:00:00,0,20
522,1029,electronics,30.79,2024-02-13 10:00:00,0,15
523,1038,clothing,18.54,2024-02-13 12:00:00,0,20
524,1164,books,110.61,2024-02-13 14:00:00,0,5
525,1063,electronics,88.46,2024-02-13 16:00:00,0,5
526,1062,clothing,29.29,2024-02-13 18:00:00,0,10
527,1184,books,43.25,2024-02-13 20:00:00,0,10
528,1028,sports,19.97,2024-02-13 22:00:00,0,5
529,1183,electronics,18.14,2024-02-14 00:00:00,0,10
530,1184,books,8.71,2024-02-14 02:00:00,0,0
531,1119,sports,59.85,2024-02-14 04:00:00,0,10
532,1033,sports,25.35,2024-02-14 06:00:00,0,15
533,1031,sports,49.11,2024-02-14 08:00:00,0,10
534,1056,electronics,68.44,2024-02-14 10:00:00,0,20
535,1115,sports,71.38,2024-02-14 12:00:00,0,20
536,1030,sports,19.22,2024-02-14 14:00:00,0,20
537,1091,clothing,28.92,2024-02-14 16:00:00,0,0
538,1023,books,1.14,2024-02-14 18:00:00,0,20
539,1108,books,43.06,2024-02-14 20:00:00,0,5
540,1004,books,111.2,2024-02-14 22:00:00,0,10
541,1141,clothing,2.97,2024-02-15 00:00:00,0,10
542,1011,sports,145.56,2024-02-15 02:00:00,0,5
543,1038,sports,181.9,2024-02-15 04:00:00,0,20
544,1034,clothing,66.97,2024-02-15 06:00:00,0,15
545,1166,sports,145.89,2024-02-15 08:00:00,0,20
546,1010,clothing,49.51,2024-02-15 10:00:00,0,20
547,1085,home,26.35,2024-02-15 12:00:00,0,10
548,1118,books,5.07,2024-02-15 14:00:00,0,15
549,1103,books,4.07,2024-02-15 16:00:00,0,10
550,1136,electronics,146.74,2024-02-15 18:00:00,0,10
551,1160,home,221.21,2024-02-15 20:00:00,0,15
552,1078,clothing,63.32,2024-02-15 22:00:00,0,15
553,1165,clothing,178.52,2024-02-16 00:00:00,0,20
554,1063,electronics,82.05,2024-02-16 02:00:00,0,15
555,1196,sports,134.27,2024-02-16 04:00:00,0,15
556,1100,electronics,75.6,2024-02-16 06:00:00,0,20
557,1147,home,72.21,2024-02-16 08:00:00,0,0
558,1175,sports,34.11,2024-02-16 10:00:00,0,15
559,1158,electronics,75.3,2024-02-16 12:00:00,0,5
560,1170,books,24.05,2024-02-16 14:00:00,0,10
561,1107,books,4.59,2024-02-16 16:00:00,0,15
562,1008,clothing,61.4,2024-02-16 18:00:00,1,5
563,1098,home,7.89,2024-02-16 20:00:00,0,20
564,1036,books,45.47,2024-02-16 22:00:00,0,10
565,1177,books,1.77,2024-02-17 00:00:00,0,5
566,1047,books,76.33,2024-02-17 02:00:00,0,5
567,1045,sports,30.28,2024-02-17 04:00:00,0,10
568,1049,home,10.61,2024-02-17 06:00:00,1,20
569,1128,clothing,42.8,2024-02-17 08:00:00,0,0
570,1114,sports,40.28,2024-02-17 10:00:00,1,10
571,1189,sports,117.99,2024-02-17 12:00:00,0,20
572,1083,sports,201.76,2024-02-17 14:00:00,0,10
573,1056,home,112.69,2024-02-17 16:00:00,0,10
574,1009,clothing,10.2,2024-02-17 18:00:00,0,5
575,1001,home,21.44,2024-02-17 20:00:00,0,0
576,1074,clothing,507.15,2024-02-17 22:00:00,0,15
577,1185,clothing,41.76,2024-02-18 00:00:00,0,20
578,1104,books,40.73,2024-02-18 02:00:00,0,10
579,1178,sports,134.65,2024-02-18 04:00:00,0,10
580,1020,books,129.91,2024-02-18 06:00:00,0,0
581,1018,clothing,11.21,2024-02-18 08:00:00,0,20
582,1166,books,72.15,2024-02-18 10:00:00,0,20
583,1021,clothing,9.96,2024-02-18 12:00:00,0,20
584,1010,home,145.41,2024-02-18 14:00:00,0,5
585,1080,clothing,6.28,2024-02-18 16:00:00,0,15
586,1184,books,61.39,2024-02-18 18:00:00,0,10
587,1137,clothing,166.38,2024-02-18 20:00:00,0,5
588,1019,clothing,46.62,2024-02-18 22:00:00,0,5
589,1167,sports,99.43,2024-02-19 00:00:00,0,5
590,1168,clothing,70.96,2024-02-19 02:00:00,0,10
591,1160,electronics,160.01,2024-02-19 04:00:00,0,0
592,1180,clothing,244.76,2024-02-19 06:00:00,0,15
593,1047,books,101.12,2024-02-19 08:00:00,0,10
594,1195,electronics,207.27,2024-02-19 10:00:00,0,20
595,1064,clothing,34.63,2024-02-19 12:00:00,0,5
596,1160,electronics,63.12,2024-02-19 14:00:00,0,0
597,1115,books,47.77,2024-02-19 16:00:00,0,5
598,1155,home,213.94,2024-02-19 18:00:00,0,20
599,1125,sports,136.05,2024-02-19 20:00:00,1,5
600,1128,clothing,29.99,2024-02-19 22:00:00,0,15
601,1123,sports,37.52,2024-02-20 00:00:00,0,20
602,1155,clothing,252.31,2024-02-20 02:00:00,0,5
603,1147,home,22.06,2024-02-20 04:00:00,0,15
604,1026,books,40.76,2024-02-20 06:00:00,0,5
605,1165,home,36.51,2024-02-20 08:00:00,1,5
606,1107,home,2.16,2024-02-20 10:00:00,0,5
607,1064,books,71.4,2024-02-20 12:00:00,0,15
608,1102,clothing,43.08,2024-02-20 14:00:00,1,20
609,1193,books,10.56,2024-02-20 16:00:00,0,5
610,1171,sports,1.4,2024-02-20 18:00:00,0,5
611,1166,sports,44.11,2024-02-20 20:00:00,0,20
612,1092,sports,137.45,2024-02-20 22:00:00,0,10
613,1156,electronics,123.47,2024-02-21 00:00:00,0,10
614,1077,books,21.75,2024-02-21 02:00:00,0,15
615,1137,electronics,28.89,2024-02-21 04:00:00,0,0
616,1127,home,53.16,2024-02-21 06:00:00,0,20
617,1049,sports,7.65,2024-02-21 08:00:00,0,5
618,1053,electronics,81.66,2024-02-21 10:00:00,0,15
619,1012,home,23.82,2024-02-21 12:00:00,0,10
620,1027,sports,170.35,2024-02-21 14:00:00,0,15
621,1086,sports,83.53,2024-02-21 16:00:00,0,15
622,1095,clothing,29.91,2024-02-21 18:00:00,0,0
623,1033,electronics,132.57,2024-02-21 20:00:00,0,0
624,1083,sports,182.93,2024-02-21 22:00:00,0,20
625,1120,sports,62.75,2024-02-22 00:00:00,0,10
626,1046,books,25.7,2024-02-22 02:00:00,0,5
627,1067,sports,265.62,2024-02-22 04:00:00,0,0
628,1073,electronics,161.78,2024-02-22 06:00:00,0,0
629,1101,home,195.17,2024-02-22 08:00:00,0,20
630,1073,electronics,89.39,2024-02-22 10:00:00,0,20
631,1147,sports,83.56,2024-02-22 12:00:00,0,5
632,1065,home,95.25,2024-02-22 14:00:00,0,5
633,1086,sports,14.42,2024-02-22 16:00:00,0,10
634,1075,books,75.0,2024-02-22 18:00:00,0,0
635,1036,electronics,15.25,2024-02-22 20:00:00,0,10
636,1137,electronics,23.8,2024-02-22 22:00:00,0,15
637,1047,clothing,31.63,2024-02-23 00:00:00,0,20
638,1059,home,115.77,2024-02-23 02:00:00,0,5
639,1158,electronics,57.55,2024-02-23 04:00:00,0,0
640,1189,sports,57.47,2024-02-23 06:00:00,0,0
641,1134,clothing,86.15,2024-02-23 08:00:00,0,5
642,1183,books,57.09,2024-02-23 10:00:00,0,15
643,1170,clothing,100.83,2024-02-23 12:00:00,0,0
644,1096,books,6.17,2024-02-23 14:00:00,0,15
645,1154,books,40.73,2024-02-23 16:00:00,0,10
646,1065,electronics,59.67,2024-02-23 18:00:00,0,15
647,1092,books,9.34,2024-02-23 20:00:00,0,10
648,1107,home,49.16,2024-02-23 22:00:00,0,0
649,1192,sports,50.14,2024-02-24 00:00:00,0,0
650,1169,clothing,98.34,2024-02-24 02:00:00,0,10
651,1097,sports,31.51,2024-02-24 04:00:00,1,10
652,1130,sports,87.79,2024-02-24 06:00:00,0,20
653,1040,sports,109.38,2024-02-24 08:00:00,0,20
654,1160,clothing,94.38,2024-02-24 10:00:00,0,0
655,1110,sports,25.62,2024-02-24 12:00:00,0,5
656,1106,books,104.48,2024-02-24 14:00:00,0,5
657,1153,electronics,96.11,2024-02-24 16:00:00,0,0
658,1126,clothing,31.2,2024-02-24 18:00:00,0,0
659,1014,home,21.29,2024-02-24 20:00:00,0,0
660,1057,electronics,29.94,2024-02-24 22:00:00,0,10
661,1035,books,13.86,2024-02-25 00:00:00,0,0
662,1146,home,65.66,2024-02-25 02:00:00,0,0
663,1007,electronics,59.34,2024-02-25 04:00:00,0,0
664,1040,books,47.57,2024-02-25 06:00:00,1,15
665,1119,clothing,28.04,2024-02-25 08:00:00,0,15
666,1138,books,8.7,2024-02-25 10:00:00,0,20
667,1100,clothing,183.08,2024-02-25 12:00:00,0,0
668,1172,sports,68.31,2024-02-25 14:00:00,0,5
669,1183,electronics,121.47,2024-02-25 16:00:00,0,10
670,1026,sports,143.08,2024-02-25 18:00:00,0,15
671,1190,home,122.24,2024-02-25 20:00:00,1,0
672,1122,sports,44.48,2024-02-25 22:00:00,1,5
673,1127,sports,79.91,2024-02-26 00:00:00,0,10
674,1019,electronics,3.65,2024-02-26 02:00:00,0,0
675,1124,sports,136.38,2024-02-26 04:00:00,0,5
676,1145,books,190.35,2024-02-26 06:00:00,0,15
677,1116,sports,219.0,2024-02-26 08:00:00,0,10
678,1016,sports,22.24,2024-02-26 10:00:00,0,10
679,1104,books,19.93,2024-02-26 12:00:00,0,10
680,1187,clothing,54.75,2024-02-26 14:00:00,0,20
681,1144,electronics,81.88,2024-02-26 16:00:00,0,10
682,1027,electronics,73.58,2024-02-26 18:00:00,0,10
683,1191,clothing,159.88,2024-02-26 20:00:00,0,20
684,1191,sports,60.46,2024-02-26 22:00:00,0,0
685,1033,books,58.17,2024-02-27 00:00:00,1,0
686,1160,books,62.1,2024-02-27 02:00:00,0,10
687,1081,clothing,45.36,2024-02-27 04:00:00,0,5
688,1118,books,43.97,2024-02-27 06:00:00,0,5
689,1089,home,30.92,2024-02-27 08:00:00,0,0
690,1156,sports,12.15,2024-02-27 10:00:00,0,20
691,1199,home,24.54,2024-02-27 12:00:00,0,15
692,1159,home,12.05,2024-02-27 14:00:00,0,15
693,1186,sports,53.5,2024-02-27 16:00:00,0,0
694,1189,books,292.6,2024-02-27 18:00:00,0,5
695,1018,sports,70.53,2024-02-27 20:00:00,0,15
696,1050,clothing,62.96,2024-02-27 22:00:00,0,10
697,1144,electronics,65.5,2024-02-28 00:00:00,0,15
698,1118,books,19.88,2024-02-28 02:00:00,0,15
699,1010,electronics,53.21,2024-02-28 04:00:00,1,10
700,1019,electronics,18.31,2024-02-28 06:00:00,0,15
701,1104,sports,87.55,2024-02-28 08:00:00,1,5
702,1123,home,148.07,2024-02-28 10:00:00,1,0
703,1033,clothing,19.81,2024-02-28 12:00:00,0,20
704,1034,sports,218.48,2024-02-28 14:00:00,0,0
705,1025,electronics,177.64,2024-02-28 16:00:00,0,5
706,1112,clothing,0.14,2024-02-28 18:00:00,0,0
707,1001,home,35.87,2024-02-28 20:00:00,0,5
708,1114,clothing,17.17,2024-02-28 22:00:00,0,5
709,1095,home,13.61,2024-02-29 00:00:00,0,0
710,1093,sports,140.99,2024-02-29 02:00:00,0,10
711,1135,electronics,100.57,2024-02-29 04:00:00,0,20
712,1104,electronics,52.99,2024-02-29 06:00:00,0,0
713,1145,sports,130.43,2024-02-29 08:00:00,0,20
714,1152,books,115.97,2024-02-29 10:00:00,0,10
715,1184,books,7.6,2024-02-29 12:00:00,0,10
716,1159,books,6.68,2024-02-29 14:00:00,0,10
717,1103,books,113.68,2024-02-29 16:00:00,0,5
718,1098,home,8.17,2024-02-29 18:00:00,1,0
719,1047,books,151.0,2024-02-29 20:00:00,0,10
720,1119,electronics,82.83,2024-02-29 22:00:00,0,20
721,1027,home,102.26,2024-03-01 00:00:00,0,10
722,1186,home,42.65,2024-03-01 02:00:00,0,10
723,1169,electronics,24.94,2024-03-01 04:00:00,0,15
724,1023,clothing,32.64,2024-03-01 06:00:00,0,5
725,1157,home,10.08,2024-03-01 08:00:00,0,0
726,1023,home,34.13,2024-03-01 10:00:00,0,10
727,1144,electronics,93.88,2024-03-01 12:00:00,0,20
728,1017,electronics,165.33,2024-03-01 14:00:00,0,5
729,1097,books,5.09,2024-03-01 16:00:00,1,20
730,1131,books,158.02,2024-03-01 18:00:00,0,20
731,1145,sports,244.07,2024-03-01 20:00:00,0,5
732,1083,books,210.39,2024-03-01 22:00:00,0,10
733,1184,sports,63.24,2024-03-02 00:00:00,0,15
734,1154,clothing,157.51,2024-03-02 02:00:00,0,10
735,1041,books,114.79,2024-03-02 04:00:00,0,15
736,1134,electronics,60.8,2024-03-02 06:00:00,0,20
737,1146,books,66.7,2024-03-02 08:00:00,0,15
738,1066,electronics,14.15,2024-03-02 10:00:00,0,20
739,1147,books,138.5,2024-03-02 12:00:00,0,20
740,1179,clothing,6.37,2024-03-02 14:00:00,0,20
741,1163,electronics,92.11,2024-03-02 16:00:00,0,20
742,1152,electronics,309.8,2024-03-02 18:00:00,1,5
743,1126,books,114.1,2024-03-02 20:00:00,0,0
744,1054,sports,64.64,2024-03-02 22:00:00,0,0
745,1159,electronics,38.08,2024-03-03 00:00:00,0,5
746,1072,books,151.02,2024-03-03 02:00:00,0,15
747,1106,clothing,7.57,2024-03-03 04:00:00,0,10
748,1062,sports,54.08,2024-03-03 06:00:00,0,10
749,1062,books,119.28,2024-03-03 08:00:00,0,0
750,1031,sports,32.72,2024-03-03 10:00:00,0,15
751,1192,clothing,39.5,2024-03-03 12:00:00,0,5
752,1029,electronics,7.41,2024-03-03 14:00:00,0,15
753,1017,books,12.95,2024-03-03 16:00:00,0,0
754,1187,home,2.37,2024-03-03 18:00:00,0,5
755,1111,sports,34.24,2024-03-03 20:00:00,0,0
756,1087,sports,58.85,2024-03-03 22:00:00,0,5
757,1147,sports,31.82,2024-03-04 00:00:00,0,20
758,1076,home,27.88,2024-03-04 02:00:00,0,10
759,1025,clothing,92.46,2024-03-04 04:00:00,0,10
760,1145,books,221.34,2024-03-04 06:00:00,0,5
761,1035,electronics,60.24,2024-03-04 08:00:00,0,5
762,1110,books,63.02,2024-03-04 10:00:00,0,15
763,1189,clothing,26.64,2024-03-04 12:00:00,1,20
764,1187,electronics,37.39,2024-03-04 14:00:00,1,15
765,1072,clothing,32.96,2024-03-04 16:00:00,0,15
766,1156,books,245.17,2024-03-04 18:00:00,0,10
767,1122,clothing,99.37,2024-03-04 20:00:00,0,0
768,1095,sports,122.81,2024-03-04 22:00:00,0,15
769,1027,books,17.16,2024-03-05 00:00:00,0,20
770,1075,sports,138.34,2024-03-05 02:00:00,0,10
771,1130,home,46.54,2024-03-05 04:00:00,0,0
772,1197,electronics,11.92,2024-03-05 06:00:00,0,15
773,1000,clothing,82.03,2024-03-05 08:00:00,0,20
774,1143,home,12.76,2024-03-05 10:00:00,0,5
775,1169,books,48.32,2024-03-05 12:00:00,0,0
776,1190,clothing,10.55,2024-03-05 14:00:00,0,15
777,1084,books,63.05,2024-03-05 16:00:00,0,5
778,1023,sports,18.08,2024-03-05 18:00:00,0,15
779,1054,clothing,19.28,2024-03-05 20:00:00,0,15
780,1170,electronics,12.98,2024-03-05 22:00:00,0,5
781,1175,clothing,3.38,2024-03-06 00:00:00,0,0
782,1127,sports,10.72,2024-03-06 02:00:00,0,10
783,1024,home,119.22,2024-03-06 04:00:00,0,10
784,1024,sports,37.75,2024-03-06 06:00:00,0,20
785,1095,sports,143.09,2024-03-06 08:00:00,1,5
786,1117,electronics,213.62,2024-03-06 10:00:00,0,5
787,1006,clothing,231.56,2024-03-06 12:00:00,0,20
788,1137,electronics,5.84,2024-03-06 14:00:00,0,15
789,1108,electronics,62.67,2024-03-06 16:00:00,0,15
790,1002,sports,8.55,2024-03-06 18:00:00,0,20
791,1019,sports,169.98,2024-03-06 20:00:00,0,15
792,1090,electronics,121.47,2024-03-06 22:00:00,0,20
793,1144,home,35.9,2024-03-07 00:00:00,0,15
794,1165,books,39.33,2024-03-07 02:00:00,0,10
795,1086,electronics,64.96,2024-03-07 04:00:00,0,0
796,1059,sports,93.76,2024-03-07 06:00:00,0,15
797,1193,sports,148.76,2024-03-07 08:00:00,0,15
798,1091,books,9.27,2024-03-07 10:00:00,0,20
799,1063,home,65.9,2024-03-07 12:00:00,0,15
800,1088,clothing,38.33,2024-03-07 14:00:00,0,10
801,1002,home,25.56,2024-03-07 16:00:00,0,10
802,1060,books,98.41,2024-03-07 18:00:00,0,0
803,1103,sports,41.11,2024-03-07 20:00:00,0,0
804,1183,electronics,113.04,2024-03-07 22:00:00,0,0
805,1147,electronics,140.18,2024-03-08 00:00:00,0,20
806,1156,sports,37.87,2024-03-08 02:00:00,0,15
807,1108,clothing,1.36,2024-03-08 04:00:00,0,5
808,1022,clothing,282.05,2024-03-08 06:00:00,0,10
809,1078,home,97.81,2024-03-08 08:00:00,0,10
810,1199,electronics,181.66,2024-03-08 10:00:00,0,5
811,1008,books,7.59,2024-03-08 12:00:00,0,10
812,1175,clothing,11.15,2024-03-08 14:00:00,0,5
813,1136,electronics,4.93,2024-03-08 16:00:00,0,15
814,1056,sports,19.66,2024-03-08 18:00:00,0,15
815,1155,electronics,0.71,2024-03-08 20:00:00,0,0
816,1167,electronics,167.78,2024-03-08 22:00:00,0,10
817,1008,home,30.22,2024-03-09 00:00:00,0,20
818,1021,sports,127.86,2024-03-09 02:00:00,0,20
819,1133,electronics,142.93,2024-03-09 04:00:00,0,15
820,1199,home,141.78,2024-03-09 06:00:00,0,15
821,1004,books,53.03,2024-03-09 08:00:00,0,0
822,1133,sports,281.66,2024-03-09 10:00:00,0,20
823,1027,electronics,177.28,2024-03-09 12:00:00,0,15
824,1130,sports,255.51,2024-03-09 14:00:00,0,20
825,1124,home,70.84,2024-03-09 16:00:00,0,20
826,1018,sports,163.47,2024-03-09 18:00:00,0,5
827,1136,clothing,49.09,2024-03-09 20:00:00,0,0
828,1179,sports,105.89,2024-03-09 22:00:00,0,15
829,1172,home,96.21,2024-03-10 00:00:00,0,10
830,1005,electronics,5.94,2024-03-10 02:00:00,0,0
831,1049,sports,18.0,2024-03-10 04:00:00,0,5
832,1048,home,123.94,2024-03-10 06:00:00,0,20
833,1090,clothing,2.11,2024-03-10 08:00:00,0,5
834,1028,books,117.18,2024-03-10 10:00:00,0,5
835,1170,clothing,70.58,2024-03-10 12:00:00,0,15
836,1155,books,376.33,2024-03-10 14:00:00,0,15
837,1161,sports,2.75,2024-03-10 16:00:00,0,5
838,1039,sports,57.88,2024-03-10 18:00:00,0,20
839,1002,clothing,254.17,2024-03-10 20:00:00,0,10
840,1182,sports,0.7,2024-03-10 22:00:00,0,0
841,1057,books,85.19,2024-03-11 00:00:00,0,5
842,1131,home,34.59,2024-03-11 02:00:00,0,20
843,1181,home,23.24,2024-03-11 04:00:00,0,0
844,1007,books,108.48,2024-03-11 06:00:00,0,0
845,1001,books,50.09,2024-03-11 08:00:00,0,15
846,1001,books,68.08,2024-03-11 10:00:00,0,10
847,1031,sports,0.02,2024-03-11 12:00:00,0,5
848,1010,clothing,62.58,2024-03-11 14:00:00,0,10
849,1163,clothing,6.39,2024-03-11 16:00:00,0,0
850,1121,clothing,52.63,2024-03-11 18:00:00,0,5
851,1196,electronics,7.17,2024-03-11 20:00:00,0,5
852,1160,clothing,88.05,2024-03-11 22:00:00,0,10
853,1192,electronics,15.14,2024-03-12 00:00:00,0,15
854,1047,electronics,2.17,2024-03-12 02:00:00,0,20
855,1057,home,136.47,2024-03-12 04:00:00,0,0
856,1169,electronics,19.55,2024-03-12 06:00:00,0,5
857,1048,books,0.65,2024-03-12 08:00:00,0,5
858,1011,home,95.66,2024-03-12 10:00:00,0,10
859,1133,home,59.67,2024-03-12 12:00:00,0,10
860,1160,books,75.58,2024-03-12 14:00:00,0,20
861,1193,electronics,164.29,2024-03-12 16:00:00,0,20
862,1185,sports,16.2,2024-03-12 18:00:00,0,15
863,1024,sports,22.65,2024-03-12 20:00:00,0,0
864,1154,home,109.99,2024-03-12 22:00:00,0,0
865,1169,electronics,36.23,2024-03-13 00:00:00,0,20
866,1139,electronics,23.53,2024-03-13 02:00:00,0,20
867,1163,clothing,134.02,2024-03-13 04:00:00,0,5
868,1167,electronics,34.57,2024-03-13 06:00:00,1,0
869,1089,sports,33.33,2024-03-13 08:00:00,0,15
870,1008,clothing,234.15,2024-03-13 10:00:00,0,10
871,1091,clothing,1.34,2024-03-13 12:00:00,0,20
872,1040,sports,240.32,2024-03-13 14:00:00,0,10
873,1022,sports,32.28,2024-03-13 16:00:00,0,15
874,1024,clothing,261.73,2024-03-13 18:00:00,0,15
875,1139,clothing,11.08,2024-03-13 20:00:00,0,0
876,1100,books,68.64,2024-03-13 22:00:00,0,0
877,1107,home,107.35,2024-03-14 00:00:00,0,15
878,1149,sports,111.36,2024-03-14 02:00:00,0,0
879,1109,sports,7.67,2024-03-14 04:00:00,0,5
880,1126,sports,7.26,2024-03-14 06:00:00,0,15
881,1017,electronics,77.37,2024-03-14 08:00:00,0,5
882,1170,clothing,7.66,2024-03-14 10:00:00,0,0
883,1089,books,128.87,2024-03-14 12:00:00,0,0
884,1031,electronics,150.28,2024-03-14 14:00:00,0,10
885,1162,clothing,12.24,2024-03-14 16:00:00,0,15
886,1146,electronics,117.27,2024-03-14 18:00:00,0,15
887,1010,sports,3.99,2024-03-14 20:00:00,0,20
888,1038,electronics,251.16,2024-03-14 22:00:00,0,15
889,1003,electronics,59.0,2024-03-15 00:00:00,0,15
890,1054,electronics,105.36,2024-03-15 02:00:00,0,5
891,1019,electronics,104.26,2024-03-15 04:00:00,0,5
892,1141,books,85.69,2024-03-15 06:00:00,1,5
893,1104,clothing,71.35,2024-03-15 08:00:00,0,0
894,1196,sports,2.28,2024-03-15 10:00:00,0,20
895,1149,clothing,160.78,2024-03-15 12:00:00,1,5
896,1122,books,73.8,2024-03-15 14:00:00,0,10
897,1101,home,22.91,2024-03-15 16:00:00,0,5
898,1010,home,33.83,2024-03-15 18:00:00,1,0
899,1014,home,35.93,2024-03-15 20:00:00,0,20
900,1123,clothing,5.34,2024-03-15 22:00:00,0,5
901,1000,books,16.7,2024-03-16 00:00:00,0,0
902,1008,sports,1.62,2024-03-16 02:00:00,0,5
903,1043,sports,71.6,2024-03-16 04:00:00,0,0
904,1176,home,42.94,2024-03-16 06:00:00,0,20
905,1091,home,255.74,2024-03-16 08:00:00,0,0
906,1141,sports,21.7,2024-03-16 10:00:00,0,5
907,1082,home,68.61,2024-03-16 12:00:00,0,5
908,1034,sports,5.53,2024-03-16 14:00:00,0,0
909,1074,electronics,28.82,2024-03-16 16:00:00,0,0
910,1018,clothing,75.74,2024-03-16 18:00:00,0,10
911,1154,electronics,242.42,2024-03-16 20:00:00,0,5
912,1036,electronics,261.51,2024-03-16 22:00:00,0,0
913,1075,books,3.99,2024-03-17 00:00:00,0,5
914,1196,clothing,77.76,2024-03-17 02:00:00,0,5
915,1118,books,20.22,2024-03-17 04:00:00,0,10
916,1091,books,167.29,2024-03-17 06:00:00,0,20
917,1108,home,107.09,2024-03-17 08:00:00,1,5
918,1156,sports,18.82,2024-03-17 10:00:00,0,15
919,1050,sports,39.38,2024-03-17 12:00:00,0,15
920,1127,clothing,0.63,2024-03-17 14:00:00,0,0
921,1174,clothing,41.59,2024-03-17 16:00:00,0,10
922,1114,home,63.18,2024-03-17 18:00:00,0,10
923,1089,electronics,51.66,2024-03-17 20:00:00,0,10
924,1029,books,103.97,2024-03-17 22:00:00,0,0
925,1049,books,11.81,2024-03-18 00:00:00,0,10
926,1189,electronics,140.76,2024-03-18 02:00:00,0,0
927,1108,home,37.83,2024-03-18 04:00:00,0,20
928,1060,clothing,39.4,2024-03-18 06:00:00,0,10
929,1083,electronics,28.19,2024-03-18 08:00:00,0,0
930,1115,home,120.71,2024-03-18 10:00:00,0,10
931,1107,electronics,41.15,2024-03-18 12:00:00,1,20
932,1139,home,29.65,2024-03-18 14:00:00,0,15
933,1051,electronics,80.42,2024-03-18 16:00:00,0,5
934,1129,books,81.23,2024-03-18 18:00:00,0,20
935,1088,sports,31.85,2024-03-18 20:00:00,0,0
936,1188,clothing,153.82,2024-03-18 22:00:00,0,5
937,1031,home,38.43,2024-03-19 00:00:00,0,0
938,1029,home,103.86,2024-03-19 02:00:00,0,20
939,1092,sports,27.96,2024-03-19 04:00:00,0,15
940,1101,electronics,121.72,2024-03-19 06:00:00,0,10
941,1138,home,118.37,2024-03-19 08:00:00,0,15
942,1080,sports,100.98,2024-03-19 10:00:00,0,5
943,1182,home,127.88,2024-03-19 12:00:00,0,0
944,1094,electronics,68.52,2024-03-19 14:00:00,0,20
945,1025,sports,16.33,2024-03-19 16:00:00,0,20
946,1023,electronics,56.99,2024-03-19 18:00:00,0,0
947,1194,books,18.94,2024-03-19 20:00:00,0,0
948,1026,books,76.72,2024-03-19 22:00:00,0,10
949,1189,books,9.47,2024-03-20 00:00:00,0,0
950,1055,books,67.46,2024-03-20 02:00:00,0,15
951,1018,electronics,12.6,2024-03-20 04:00:00,0,20
952,1060,books,71.0,2024-03-20 06:00:00,0,5
953,1122,sports,327.83,2024-03-20 08:00:00,0,5
954,1085,books,91.83,2024-03-20 10:00:00,0,20
955,1157,clothing,29.37,2024-03-20 12:00:00,0,5
956,1122,sports,21.8,2024-03-20 14:00:00,1,5
957,1080,electronics,43.27,2024-03-20 16:00:00,1,0
958,1126,books,57.22,2024-03-20 18:00:00,0,20
959,1194,books,74.39,2024-03-20 20:00:00,1,20
960,1082,books,23.28,2024-03-20 22:00:00,0,0
961,1030,sports,80.27,2024-03-21 00:00:00,0,20
